idx	id	difficulty	category	detail	question_en	question_ko
263	prompt-reflection-1116	C	Change Reflection	Mistakes	How has your view of mistakes changed over time, and why?	실수에 대한 생각이 시간이 지나며 어떻게 바뀌었는지, 그리고 그 이유를 설명해 주세요.
264	prompt-reflection-1117	C	Change Reflection	Receiving Feedback	How has your understanding of receiving feedback changed as you have grown, and what influenced that change?	살아오면서 피드백 받기에 대한 이해가 어떻게 달라졌는지, 그리고 무엇이 그 변화를 만들었는지 말해 주세요.
265	prompt-reflection-1118	C	Change Reflection	Spending Weekends	Tell me how your opinion of spending weekends has changed over time and explain why.	주말 보내는 방식에 대한 생각이 예전과 어떻게 달라졌는지, 그리고 왜 바뀌었는지 이야기해 주세요.
266	prompt-reflection-1119	C	Change Reflection	Owning Fewer Things	How has your view of owning fewer things changed over time, and why?	물건을 적게 갖는 삶에 대한 생각이 시간이 지나며 어떻게 바뀌었는지, 그리고 그 이유를 설명해 주세요.
267	prompt-reflection-1120	C	Change Reflection	Being Punctual	How has your understanding of being punctual changed as you have grown, and what influenced that change?	살아오면서 시간 약속에 대한 이해가 어떻게 달라졌는지, 그리고 무엇이 그 변화를 만들었는지 말해 주세요.
268	prompt-reflection-1121	C	Change Reflection	Teamwork	Tell me how your opinion of teamwork has changed over time and explain why.	팀워크에 대한 생각이 예전과 어떻게 달라졌는지, 그리고 왜 바뀌었는지 이야기해 주세요.
269	prompt-reflection-1122	C	Change Reflection	Privacy	How has your view of privacy changed over time, and why?	사생활에 대한 생각이 시간이 지나며 어떻게 바뀌었는지, 그리고 그 이유를 설명해 주세요.
270	prompt-reflection-1123	C	Change Reflection	Living Close to Work or School	How has your understanding of living close to work or school changed as you have grown, and what influenced that change?	살아오면서 직장이나 학교 가까이에 사는 것에 대한 이해가 어떻게 달라졌는지, 그리고 무엇이 그 변화를 만들었는지 말해 주세요.
271	prompt-reflection-1124	C	Change Reflection	Cooking at Home	Tell me how your opinion of cooking at home has changed over time and explain why.	집에서 요리하는 것에 대한 생각이 예전과 어떻게 달라졌는지, 그리고 왜 바뀌었는지 이야기해 주세요.
272	prompt-reflection-1125	C	Change Reflection	Public Speaking	How has your view of public speaking changed over time, and why?	사람들 앞에서 말하는 것에 대한 생각이 시간이 지나며 어떻게 바뀌었는지, 그리고 그 이유를 설명해 주세요.
273	prompt-reflection-1126	C	Change Reflection	Part Time Jobs	How has your understanding of part-time jobs changed as you have grown, and what influenced that change?	살아오면서 아르바이트에 대한 이해가 어떻게 달라졌는지, 그리고 무엇이 그 변화를 만들었는지 말해 주세요.
274	prompt-reflection-1127	C	Change Reflection	Planning Ahead	Tell me how your opinion of planning ahead has changed over time and explain why.	미리 계획하는 것에 대한 생각이 예전과 어떻게 달라졌는지, 그리고 왜 바뀌었는지 이야기해 주세요.
275	prompt-general-1101	C	General	Neighborhood Festival	Describe a neighborhood festival you enjoy and explain why it matters to you.	좋아하는 동네 축제에 대해 설명하고, 왜 당신에게 의미 있는지 말해 주세요.
276	prompt-general-1102	C	General	Small Desk Item	Tell me about a small desk item you use every day and explain why it feels meaningful to you.	매일 쓰는 작은 책상 위 물건에 대해 말하고, 왜 의미 있게 느껴지는지 설명해 주세요.
277	prompt-general-1103	C	General	Bus Route	Describe a bus route you know well that stands out to you and explain why it has stayed in your memory.	당신에게 특히 기억에 남는 익숙한 버스 노선을 설명하고, 왜 또렷이 기억하는지 말해 주세요.
278	prompt-general-1104	C	General	Keepsake Gift	Describe a gift you still keep and explain why it matters to you.	아직 간직하고 있는 선물에 대해 설명하고, 왜 당신에게 의미 있는지 말해 주세요.
279	prompt-general-1105	C	General	Favorite Corner of Your Room	Tell me about a corner of your room you like and explain why it feels meaningful to you.	마음에 드는 방 한쪽 공간에 대해 말하고, 왜 의미 있게 느껴지는지 설명해 주세요.
280	prompt-general-1106	C	General	Local Bridge or Walkway	Describe a local bridge or walkway you like crossing that stands out to you and explain why it has stayed in your memory.	당신에게 특히 기억에 남는 자주 건너는 동네 다리나 길을 설명하고, 왜 또렷이 기억하는지 말해 주세요.
281	prompt-general-1107	C	General	Study Playlist	Describe a playlist you use for studying and explain why it matters to you.	공부할 때 듣는 플레이리스트에 대해 설명하고, 왜 당신에게 의미 있는지 말해 주세요.
282	prompt-general-1108	C	General	Meal You Learned to Cook	Tell me about a meal you learned to cook yourself and explain why it feels meaningful to you.	스스로 배워 만든 요리에 대해 말하고, 왜 의미 있게 느껴지는지 설명해 주세요.
283	prompt-general-1109	C	General	Cafe You Revisit	Describe a cafe you revisit often that stands out to you and explain why it has stayed in your memory.	당신에게 특히 기억에 남는 자주 다시 가는 카페을 설명하고, 왜 또렷이 기억하는지 말해 주세요.
284	prompt-general-1110	C	General	Family Photo	Describe a family photo you remember well and explain why it matters to you.	오래 기억에 남는 가족 사진에 대해 설명하고, 왜 당신에게 의미 있는지 말해 주세요.
285	prompt-general-1111	C	General	Useful Phone Feature	Tell me about a phone feature you rely on and explain why it feels meaningful to you.	자주 의지하는 휴대폰 기능에 대해 말하고, 왜 의미 있게 느껴지는지 설명해 주세요.
286	prompt-general-1112	C	General	Notebook You Carry	Describe a notebook you carry around that stands out to you and explain why it has stayed in your memory.	당신에게 특히 기억에 남는 들고 다니는 노트을 설명하고, 왜 또렷이 기억하는지 말해 주세요.
287	prompt-general-1113	C	General	Desk Object	Describe an object that stays on your desk and explain why it matters to you.	늘 책상 위에 있는 물건에 대해 설명하고, 왜 당신에게 의미 있는지 말해 주세요.
288	prompt-general-1114	C	General	Volunteer Event	Tell me about a volunteer event you joined and explain why it feels meaningful to you.	참여해 본 봉사활동에 대해 말하고, 왜 의미 있게 느껴지는지 설명해 주세요.
289	prompt-general-1115	C	General	Favorite Discussion Topic	Describe a topic you enjoy talking about that stands out to you and explain why it has stayed in your memory.	당신에게 특히 기억에 남는 이야기하기 좋아하는 주제을 설명하고, 왜 또렷이 기억하는지 말해 주세요.
290	prompt-general-1116	C	General	Old Jacket or Coat	Describe an old jacket or coat you still wear and explain why it matters to you.	아직 입는 오래된 겉옷에 대해 설명하고, 왜 당신에게 의미 있는지 말해 주세요.
291	prompt-general-1117	C	General	Market Stall	Tell me about a market stall you like visiting and explain why it feels meaningful to you.	가기 좋아하는 시장 가판대에 대해 말하고, 왜 의미 있게 느껴지는지 설명해 주세요.
292	prompt-general-1118	C	General	Rainy Day Sound	Describe a rainy-day sound you like that stands out to you and explain why it has stayed in your memory.	당신에게 특히 기억에 남는 비 오는 날 좋아하는 소리을 설명하고, 왜 또렷이 기억하는지 말해 주세요.
293	prompt-general-1119	C	General	Window View	Describe a view from a window you remember and explain why it matters to you.	기억에 남는 창밖 풍경에 대해 설명하고, 왜 당신에게 의미 있는지 말해 주세요.
294	prompt-general-1120	C	General	Community Class	Tell me about a community class you found useful and explain why it feels meaningful to you.	도움이 되었던 지역 수업에 대해 말하고, 왜 의미 있게 느껴지는지 설명해 주세요.
295	prompt-general-1121	C	General	Plant You Care For	Describe a plant you take care of that stands out to you and explain why it has stayed in your memory.	당신에게 특히 기억에 남는 직접 돌보는 식물을 설명하고, 왜 또렷이 기억하는지 말해 주세요.
296	prompt-general-1122	C	General	Childhood Snack	Describe a childhood snack you still like and explain why it matters to you.	아직 좋아하는 어린 시절 간식에 대해 설명하고, 왜 당신에게 의미 있는지 말해 주세요.
297	prompt-general-1123	C	General	Nearby River Path	Tell me about a nearby river path or street you know well and explain why it feels meaningful to you.	잘 아는 강변길이나 골목길에 대해 말하고, 왜 의미 있게 느껴지는지 설명해 주세요.
298	prompt-general-1124	C	General	Recipe from Home	Describe a recipe from your home that stands out to you and explain why it has stayed in your memory.	당신에게 특히 기억에 남는 집에서 자주 먹던 레시피을 설명하고, 왜 또렷이 기억하는지 말해 주세요.
299	prompt-general-1125	C	General	Second Hand Item	Describe a second-hand item you bought and explain why it matters to you.	중고로 산 물건에 대해 설명하고, 왜 당신에게 의미 있는지 말해 주세요.
300	prompt-general-1126	C	General	Neighborhood Shortcut	Tell me about a shortcut in your neighborhood and explain why it feels meaningful to you.	동네에서 자주 쓰는 지름길에 대해 말하고, 왜 의미 있게 느껴지는지 설명해 주세요.
